"Category","Trading Hours","Maximum Capacity","Suburb","Postcode","Latitude","Longitude","Region","Gaming"
"BYO Permit","Unspecified","Unspecified","LILYDALE","3140","-37.75804700","145.35024100","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","WARBURTON EAST","3799","-37.74070500","145.73927900","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","MOONEE PONDS","3039","-37.77034196","144.90474800","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","MENTONE","3194","-37.98097400","145.06374100","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","DONCASTER EAST","3109","-37.79411700","145.14279000","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","WARRNAMBOOL","3280","-38.37853495","142.48289090","Barwon South-West","Not allowed"
"BYO Permit","Unspecified","Unspecified","BRIGHTON","3186","-37.91552300","144.98763600","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","CRAIGIEBURN","3064","-37.59146000","144.94138500","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","FOOTSCRAY","3011","-37.79983895","144.90179030","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","KERANG","3579","-35.73573960","143.92006320","Loddon Mallee","Not allowed"
"BYO Permit","Unspecified","Unspecified","ASHBURTON","3147","-37.86379600","145.08145400","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","SUNBURY","3429","-37.58143600","144.72950000","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","NARRE WARREN","3805","-38.02519900","145.30435200","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","ORMOND","3204","-37.90405900","145.04304600","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","FRANKSTON EAST","3199","-38.14800700","145.14600100","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","FOOTSCRAY","3011","-37.79988800","144.90204200","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","BORONIA","3155","-37.86297100","145.28671300","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","MELTON","3337","-37.68393000","144.58118200","North West","Not allowed"
"BYO Permit","Unspecified","Unspecified","SYNDAL","3149","-37.87402300","145.14833300","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","CAULFIELD","3162","-37.88691100","145.02313500","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","DONCASTER EAST","3109","-37.78788800","145.14840800","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","BELGRAVE","3160","-37.90941956","145.35394950","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","BURWOOD","3125","-37.85030339","145.09312340","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","CAMBERWELL","3124","-37.84891500","145.08128300","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","EDITHVALE","3196","-38.03897305","145.10850910","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","CROYDON SOUTH","3136","-37.81101800","145.27080700","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","BRUNSWICK","3056","-37.76058400","144.96344700","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","ASCOT VALE","3032","-37.77499900","144.91585600","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","SWAN HILL","3585","-35.34102480","143.56037460","Loddon Mallee","Not allowed"
"BYO Permit","Unspecified","Unspecified","DONCASTER","3108","-37.78183000","145.10966900","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","DIAMOND CREEK","3089","-37.67360500","145.15923300","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","PORTLAND","3305","-38.34826601","141.59879730","Barwon South-West","Not allowed"
"BYO Permit","Unspecified","Unspecified","MOONEE PONDS","3039","-37.76752799","144.92519730","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","DIAMOND CREEK","3089","-37.67443800","145.15860700","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","MOE","3825","-38.17740150","146.26260570","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","TULLAMARINE","3043","-37.70166150","144.88120340","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","MELBOURNE","3000","-37.81142983","144.96717670","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","WARBURTON","3799","-37.75456200","145.69716500","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","CARISBROOK","3464","-37.04657050","143.81506940","Loddon Mallee","Not allowed"
"BYO Permit","Unspecified","Unspecified","GLENROY","3046","-37.70741085","144.92095000","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","SPRINGVALE","3171","-37.95037801","145.14238910","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","CAULFIELD EAST","3145","-37.87657636","145.04210300","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","FERNTREE GULLY","3156","-37.88208000","145.29440000","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","WANGARATTA","3677","-36.35372950","146.32869770","Hume","Not allowed"
"BYO Permit","Unspecified","Unspecified","HEATHMONT","3135","-37.82984325","145.24437710","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","DANDENONG","3175","-37.97674000","145.20466000","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","BRUNSWICK","3056","-37.76412183","144.96240960","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","BUNDOORA","3083","-37.69570800","145.05747500","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","PRAHRAN","3181","-37.84768700","144.99889700","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","MELTON","3337","-37.68273600","144.58488300","North West","Not allowed"
"BYO Permit","Unspecified","Unspecified","MORNINGTON","3931","-38.22186452","145.03985490","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","BENTLEIGH EAST","3165","-37.91999300","145.05123600","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","ASHWOOD","3147","-37.86450300","145.09336000","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","COLLINGWOOD","3066","-37.79895400","144.98581200","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","LALOR","3075","-37.67219276","145.01722770","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","FERNTREE GULLY","3156","-37.88408833","145.27644443","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","BELGRAVE","3160","-37.90862140","145.35700820","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","CRANBOURNE","3977","-38.07500090","145.27225780","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","DANDENONG NORTH","3175","-37.95084311","145.22016000","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","ELTHAM","3095","-37.71565306","145.14935740","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","FAIRFIELD","3078","-37.77578800","145.01843600","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","CAMPERDOWN","3260","-38.22711175","143.13759610","Barwon South-West","Not allowed"
"BYO Permit","Unspecified","Unspecified","ROSEDALE","3847","-38.14989399","146.77726600","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","KEILOR EAST","3033","-37.73308419","144.86742719","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","UPWEY","3158","-37.90371300","145.33051300","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","MILL PARK","3082","-37.66687900","145.06095100","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","DOVETON","3177","-37.99535826","145.25042230","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","HALLAM","3803","-38.00391618","145.26653656","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","ARARAT","3377","-37.28293188","142.92822360","Grampians","Not allowed"
"BYO Permit","Unspecified","Unspecified","FOOTSCRAY","3011","-37.79794200","144.88091300","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","WANTIRNA SOUTH","3152","-37.87722600","145.22101900","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","BRIGHT","3741","-36.72670060","146.96241533","Hume","Not allowed"
"BYO Permit","Unspecified","Unspecified","ROSEBUD","3939","-38.22776800","145.04633700","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","HAMILTON","3300","-37.74471297","142.02383530","Barwon South-West","Not allowed"
"BYO Permit","Unspecified","Unspecified","WERRIBEE","3030","-37.90387105","144.65589720","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","YARRAVILLE","3013","-37.81663100","144.88939800","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","TEMPLESTOWE","3106","-37.75286300","145.15217600","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","NOBLE PARK","3174","-37.96115300","145.18962800","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","WODONGA","3690","-36.12434419","146.88792700","Hume","Not allowed"
"BYO Permit","Unspecified","Unspecified","ST KILDA","3182","-37.86666401","144.97398900","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","MT WAVERLEY","3149","-37.89038370","145.14382030","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","FITZROY","3065","-37.80371300","144.98325200","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","CARLTON NORTH","3054","-37.78413400","144.97713100","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","FOREST HILL","3131","-37.83738400","145.18288800","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","MAFFRA","3860","-37.96740600","146.97621700","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","MITCHAM","3132","-37.81727454","145.19351230","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","WARRACKNABEAL","3393","-36.25265280","142.39475810","Grampians","Not allowed"
"BYO Permit","Unspecified","Unspecified","SURREY HILLS","3127","-37.81492190","145.09735160","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","MALVERN EAST","3145","-37.87804500","145.06666700","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","BRUNSWICK EAST","3056","-37.77673100","144.97115600","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","CROYDON NORTH","3136","-37.78377900","145.26875300","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","DRYSDALE","3222","-38.17408276","144.56919780","Barwon South-West","Not allowed"
"BYO Permit","Unspecified","Unspecified","MALDON","3463","-36.99906000","144.07112000","Loddon Mallee","Not allowed"
"BYO Permit","Unspecified","Unspecified","RESERVOIR","3073","-37.71699800","145.01173300","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","NORTH BALWYN","3104","-37.78736900","145.08658900","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","DROMANA","3936","-38.33125800","144.96836600","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","OLINDA","3788","-37.84783700","145.36061300","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","KEYSBOROUGH","3173","-37.98116599","145.16546690","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","MOONEE PONDS","3039","-37.76651900","144.91786500","Metro West","Not allowed"
"BYO Permit","Unspecified","Unspecified","HEIDELBERG HEIGHTS","3081","-37.72995990","145.06052970","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","KEYSBOROUGH","3173","-37.98196416","145.18450560","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","HAWTHORN","3122","-37.82170688","145.03528970","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","YARRA JUNCTION","3797","-37.78175700","145.61316900","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","MOUNT WAVERLEY","3149","-37.85714200","145.12375000","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","BACCHUS MARSH","3340","-37.67596100","144.44007600","Grampians","Not allowed"
"BYO Permit","Unspecified","Unspecified","SOUTH MORANG","3752","-37.65159800","145.08918400","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","MOE","3825","-38.17747011","146.26053960","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","STAWELL","3380","-37.05660400","142.78064100","Grampians","Not allowed"
"BYO Permit","Unspecified","Unspecified","SAN REMO","3925","-38.52105465","145.37001150","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","YARRAM","3971","-38.56362500","146.67560400","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","TOORA","3962","-38.66516439","146.32402170","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","RICHMOND","3121","-37.81028913","144.99619990","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","BELMONT","3216","-38.17298150","144.34436090","Barwon South-West","Not allowed"
"BYO Permit","Unspecified","Unspecified","NUNAWADING","3131","-37.81919735","145.17551020","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","MYRTLEFORD","3737","-36.56242183","146.72605330","Hume","Not allowed"
"BYO Permit","Unspecified","Unspecified","BALWYN","3103","-37.81101263","145.06758870","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","PAYNESVILLE","3880","-37.91879100","147.72022000","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","BENTLEIGH EAST","3165","-37.92044105","145.05488020","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","CROYDON","3136","-37.79489600","145.27955300","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","HEYFIELD","3858","-37.98284163","146.78473550","Gippsland","Not allowed"
"BYO Permit","Unspecified","Unspecified","BENDIGO","3550","-36.75489843","144.28255320","Loddon Mallee","Not allowed"
"BYO Permit","Unspecified","Unspecified","BALNARRING","3926","-38.37366337","145.12507532","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","PORTLAND","3305","-38.34389630","141.60358150","Barwon South-West","Not allowed"
"BYO Permit","Unspecified","Unspecified","DONCASTER EAST","3109","-37.78904600","145.15906500","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","HAWTHORN","3122","-37.82328500","145.04242100","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","TATURA","3616","-36.43995741","145.23188570","Hume","Not allowed"
"BYO Permit","Unspecified","Unspecified","BALLARAT","3350","-37.56224699","143.85711570","Grampians","Not allowed"
"BYO Permit","Unspecified","Unspecified","MENTONE","3194","-37.98110000","145.06972700","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","MOUNT WAVERLEY","3149","-37.86146300","145.15016000","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","MURRUMBEENA","3163","-37.88947000","145.06703970","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","OLINDA","3788","-37.87485400","145.40779500","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","COBURG","3058","-37.74103500","144.96520900","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","MYRTLEFORD","3737","-36.56092858","146.72451300","Hume","Not allowed"
"BYO Permit","Unspecified","Unspecified","MONT ALBERT","3127","-37.81480600","145.09911500","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","RICHMOND NORTH","3121","-37.81100700","145.00353400","Metro North","Not allowed"
"BYO Permit","Unspecified","Unspecified","BOX HILL","3128","-37.81807400","145.12663000","Metro East","Not allowed"
"BYO Permit","Unspecified","Unspecified","ELSTERNWICK","3185","-37.88519990","145.00663750","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","CHELSEA HEIGHTS","3196","-38.04790300","145.14127000","Metro South","Not allowed"
"BYO Permit","Unspecified","Unspecified","TRAFALGAR","3824","-38.20909583","146.15531730","Gippsland","Not allowed"
